x1_NEWUOA,y1_NEWUOA,x1_BFGS,y1_BFGS,x1_CG,y1_CG,x2_NEWUOA,y2_NEWUOA,x2_BFGS,y2_BFGS,x2_CG,y2_CG,x3_NEWUOA,y3_NEWUOA,x3_BFGS,y3_BFGS,x3_CG,y3_CG,x4_NEWUOA,y4_NEWUOA,x4_BFGS,y4_BFGS,x4_CG,y4_CG,x5_NEWUOA,y5_NEWUOA,x5_BFGS,y5_BFGS,x5_CG,y5_CG,x6_NEWUOA,y6_NEWUOA,x6_BFGS,y6_BFGS,x6_CG,y6_CG,x7_NEWUOA,y7_NEWUOA,x7_BFGS,y7_BFGS,x7_CG,y7_CG,x8_NEWUOA,y8_NEWUOA,x8_BFGS,y8_BFGS,x8_CG,y8_CG,x9_NEWUOA,y9_NEWUOA,x9_BFGS,y9_BFGS,x9_CG,y9_CG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07692307692307693,0.0,1.0384615384615385,0.0,1.0384615384615385,0.0,0.07692307692307693,0.0,1.0384615384615385,0.0,1.0384615384615385,0.0,0.07692307692307693,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.07692307692307693,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.07692307692307693,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.07692307692307693,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.07692307692307693,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.07692307692307693,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.5,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0
0.07692307692307693,0.006369426751592357,1.0384615384615385,0.006369426751592357,1.0384615384615385,0.006369426751592357,0.07692307692307693,0.006369426751592357,1.0384615384615385,0.006369426751592357,1.0384615384615385,0.006369426751592357,0.07692307692307693,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.5,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357
0.5,0.006369426751592357,1.1111111111111112,0.006369426751592357,1.1111111111111112,0.006369426751592357,0.5,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.5,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.5,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.5,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.5,0.006369426751592357,1.3333333333333333,0.006369426751592357,1.3333333333333333,0.006369426751592357,0.5,0.006369426751592357,2.3333333333333335,0.006369426751592357,2.3333333333333335,0.006369426751592357,0.5,0.006369426751592357,2.3333333333333335,0.006369426751592357,3.3333333333333335,0.006369426751592357,1.6666666666666667,0.006369426751592357,2.3333333333333335,0.006369426751592357,3.3333333333333335,0.006369426751592357
0.5,0.012738853503184714,1.1111111111111112,0.012738853503184714,1.1111111111111112,0.012738853503184714,0.5,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.5,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.5,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.5,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.5,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.5,0.012738853503184714,2.3333333333333335,0.012738853503184714,2.3333333333333335,0.012738853503184714,0.5,0.012738853503184714,2.3333333333333335,0.012738853503184714,3.3333333333333335,0.012738853503184714,1.6666666666666667,0.012738853503184714,2.3333333333333335,0.012738853503184714,3.3333333333333335,0.012738853503184714
0.5,0.012738853503184714,1.1111111111111112,0.012738853503184714,1.1111111111111112,0.012738853503184714,0.6666666666666666,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.6666666666666666,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.6666666666666666,0.012738853503184714,1.3333333333333333,0.012738853503184714,1.3333333333333333,0.012738853503184714,0.6666666666666666,0.012738853503184714,2.3333333333333335,0.012738853503184714,2.25,0.012738853503184714,0.6666666666666666,0.012738853503184714,2.3333333333333335,0.012738853503184714,2.25,0.012738853503184714,1.0,0.012738853503184714,3.019607843137255,0.012738853503184714,3.3333333333333335,0.012738853503184714,1.0,0.012738853503184714,3.3333333333333335,0.012738853503184714,4.019607843137255,0.012738853503184714,2.0588235294117645,0.012738853503184714,5.019607843137255,0.012738853503184714,4.019607843137255,0.012738853503184714
0.5,0.019108280254777073,1.1111111111111112,0.019108280254777073,1.1111111111111112,0.019108280254777073,0.6666666666666666,0.019108280254777073,1.3333333333333333,0.019108280254777073,1.3333333333333333,0.019108280254777073,0.6666666666666666,0.019108280254777073,1.3333333333333333,0.019108280254777073,1.3333333333333333,0.019108280254777073,0.6666666666666666,0.019108280254777073,1.3333333333333333,0.019108280254777073,1.3333333333333333,0.019108280254777073,0.6666666666666666,0.019108280254777073,2.3333333333333335,0.019108280254777073,2.25,0.019108280254777073,0.6666666666666666,0.019108280254777073,2.3333333333333335,0.019108280254777073,2.25,0.019108280254777073,1.0,0.019108280254777073,3.019607843137255,0.019108280254777073,3.3333333333333335,0.019108280254777073,1.0,0.019108280254777073,3.3333333333333335,0.019108280254777073,4.019607843137255,0.019108280254777073,2.0588235294117645,0.019108280254777073,5.019607843137255,0.019108280254777073,4.019607843137255,0.019108280254777073
0.6666666666666666,0.019108280254777073,1.1111111111111112,0.019108280254777073,1.1111111111111112,0.019108280254777073,0.75,0.019108280254777073,1.3333333333333333,0.019108280254777073,1.3333333333333333,0.019108280254777073,1.0,0.019108280254777073,2.090909090909091,0.019108280254777073,2.25,0.019108280254777073,1.0,0.019108280254777073,2.090909090909091,0.019108280254777073,2.25,0.019108280254777073,1.0,0.019108280254777073,3.019607843137255,0.019108280254777073,3.019607843137255,0.019108280254777073,1.0,0.019108280254777073,3.019607843137255,0.019108280254777073,3.019607843137255,0.019108280254777073,1.6666666666666667,0.019108280254777073,3.3333333333333335,0.019108280254777073,4.019607843137255,0.019108280254777073,1.6666666666666667,0.019108280254777073,4.019607843137255,0.019108280254777073,4.019607843137255,0.019108280254777073,2.0980392156862746,0.019108280254777073,5.333333333333333,0.019108280254777073,4.019607843137255,0.019108280254777073
0.6666666666666666,0.025477707006369428,1.1111111111111112,0.025477707006369428,1.1111111111111112,0.025477707006369428,0.75,0.025477707006369428,1.3333333333333333,0.025477707006369428,1.3333333333333333,0.025477707006369428,1.0,0.025477707006369428,2.090909090909091,0.025477707006369428,2.25,0.025477707006369428,1.0,0.025477707006369428,2.090909090909091,0.025477707006369428,2.25,0.025477707006369428,1.0,0.025477707006369428,3.019607843137255,0.025477707006369428,3.019607843137255,0.025477707006369428,1.0,0.025477707006369428,3.019607843137255,0.025477707006369428,3.019607843137255,0.025477707006369428,1.6666666666666667,0.025477707006369428,3.3333333333333335,0.025477707006369428,4.019607843137255,0.025477707006369428,1.6666666666666667,0.025477707006369428,4.019607843137255,0.025477707006369428,4.019607843137255,0.025477707006369428,2.0980392156862746,0.025477707006369428,5.333333333333333,0.025477707006369428,4.019607843137255,0.025477707006369428
0.75,0.025477707006369428,1.1111111111111112,0.025477707006369428,1.1111111111111112,0.025477707006369428,1.0,0.025477707006369428,2.090909090909091,0.025477707006369428,2.019607843137255,0.025477707006369428,1.3333333333333333,0.025477707006369428,2.25,0.025477707006369428,2.25,0.025477707006369428,1.3333333333333333,0.025477707006369428,2.3333333333333335,0.025477707006369428,3.019607843137255,0.025477707006369428,2.0,0.025477707006369428,3.090909090909091,0.025477707006369428,3.3333333333333335,0.025477707006369428,2.0,0.025477707006369428,3.090909090909091,0.025477707006369428,3.3333333333333335,0.025477707006369428,2.0588235294117645,0.025477707006369428,4.090909090909091,0.025477707006369428,4.019607843137255,0.025477707006369428,2.0588235294117645,0.025477707006369428,4.090909090909091,0.025477707006369428,4.090909090909091,0.025477707006369428,2.9215686274509802,0.025477707006369428,5.333333333333333,0.025477707006369428,4.090909090909091,0.025477707006369428
