y1,x1_PDFO,x1_PDFO_NB,x1_BFGS,x1_CG,y2,x2_PDFO,x2_PDFO_NB,x2_BFGS,x2_CG,y3,x3_PDFO,x3_PDFO_NB,x3_BFGS,x3_CG,y4,x4_PDFO,x4_PDFO_NB,x4_BFGS,x4_CG,y5,x5_PDFO,x5_PDFO_NB,x5_BFGS,x5_CG,y6,x6_PDFO,x6_PDFO_NB,x6_BFGS,x6_CG,y7,x7_PDFO,x7_PDFO_NB,x7_BFGS,x7_CG,y8,x8_PDFO,x8_PDFO_NB,x8_BFGS,x8_CG,y9,x9_PDFO,x9_PDFO_NB,x9_BFGS,x9_CG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.5,1.1111111111111112,1.1111111111111112,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333
0.010416666666666666,0.5,0.5,1.1111111111111112,1.1111111111111112,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.5,0.5,1.3333333333333333,1.3333333333333333
0.010416666666666666,0.5,0.5,1.1111111111111112,1.1111111111111112,0.010416666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.010416666666666666,0.75,0.75,3.3333333333333335,2.25,0.010416666666666666,0.75,0.75,3.3333333333333335,4.090909090909091,0.010416666666666666,0.75,0.75,5.333333333333333,4.090909090909091
0.020833333333333336,0.5,0.5,1.1111111111111112,1.1111111111111112,0.020833333333333336,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.020833333333333336,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.020833333333333336,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.020833333333333336,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.020833333333333336,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.020833333333333336,0.75,0.75,3.3333333333333335,2.25,0.020833333333333336,0.75,0.75,3.3333333333333335,4.090909090909091,0.020833333333333336,0.75,0.75,5.333333333333333,4.090909090909091
0.020833333333333336,0.6666666666666666,0.6666666666666666,1.1111111111111112,1.1111111111111112,0.020833333333333336,0.75,0.75,2.090909090909091,2.25,0.020833333333333336,0.75,0.75,2.090909090909091,2.25,0.020833333333333336,0.75,0.75,2.090909090909091,2.25,0.020833333333333336,0.75,0.75,3.090909090909091,2.25,0.020833333333333336,0.75,0.75,3.090909090909091,2.25,0.020833333333333336,1.0,1.0,4.090909090909091,2.3333333333333335,0.020833333333333336,1.0,1.0,4.090909090909091,5.333333333333333,0.020833333333333336,1.0,1.0,5.333333333333333,5.333333333333333
0.03125,0.6666666666666666,0.6666666666666666,1.1111111111111112,1.1111111111111112,0.03125,0.75,0.75,2.090909090909091,2.25,0.03125,0.75,0.75,2.090909090909091,2.25,0.03125,0.75,0.75,2.090909090909091,2.25,0.03125,0.75,0.75,3.090909090909091,2.25,0.03125,0.75,0.75,3.090909090909091,2.25,0.03125,1.0,1.0,4.090909090909091,2.3333333333333335,0.03125,1.0,1.0,4.090909090909091,5.333333333333333,0.03125,1.0,1.0,5.333333333333333,5.333333333333333
0.03125,0.75,0.75,1.1111111111111112,1.1111111111111112,0.03125,1.0,1.0,2.25,2.25,0.03125,1.0,1.0,2.25,2.25,0.03125,1.0,1.0,3.25,3.25,0.03125,1.0,1.0,4.333333333333333,4.090909090909091,0.03125,1.0,1.0,4.333333333333333,4.090909090909091,0.03125,1.0,1.0,5.090909090909091,4.090909090909091,0.03125,1.0,1.0,5.333333333333333,8.333333333333334,0.03125,2.0,2.0,7.333333333333333,8.333333333333334
0.041666666666666664,0.75,0.75,1.1111111111111112,1.1111111111111112,0.041666666666666664,1.0,1.0,2.25,2.25,0.041666666666666664,1.0,1.0,2.25,2.25,0.041666666666666664,1.0,1.0,3.25,3.25,0.041666666666666664,1.0,1.0,4.333333333333333,4.090909090909091,0.041666666666666664,1.0,1.0,4.333333333333333,4.090909090909091,0.041666666666666664,1.0,1.0,5.090909090909091,4.090909090909091,0.041666666666666664,1.0,1.0,5.333333333333333,8.333333333333334,0.041666666666666664,2.0,2.0,7.333333333333333,8.333333333333334
0.041666666666666664,1.0,1.0,1.1111111111111112,1.1111111111111112,0.041666666666666664,1.25,2.0,2.25,2.25,0.041666666666666664,2.0,2.0,3.3333333333333335,3.111111111111111,0.041666666666666664,2.0,2.0,4.090909090909091,4.090909090909091,0.041666666666666664,2.0,2.0,5.090909090909091,4.333333333333333,0.041666666666666664,2.0,2.0,5.090909090909091,4.333333333333333,0.041666666666666664,2.0,2.0,5.333333333333333,6.333333333333333,0.041666666666666664,2.0,2.0,6.090909090909091,9.333333333333334,0.041666666666666664,2.0,2.0,8.090909090909092,10.090909090909092
