y1,x1_PDFO,x1_PDFO-(no-barrier),x1_BFGS,x1_CG,y2,x2_PDFO,x2_PDFO-(no-barrier),x2_BFGS,x2_CG,y3,x3_PDFO,x3_PDFO-(no-barrier),x3_BFGS,x3_CG,y4,x4_PDFO,x4_PDFO-(no-barrier),x4_BFGS,x4_CG,y5,x5_PDFO,x5_PDFO-(no-barrier),x5_BFGS,x5_CG,y6,x6_PDFO,x6_PDFO-(no-barrier),x6_BFGS,x6_CG,y7,x7_PDFO,x7_PDFO-(no-barrier),x7_BFGS,x7_CG,y8,x8_PDFO,x8_PDFO-(no-barrier),x8_BFGS,x8_CG,y9,x9_PDFO,x9_PDFO-(no-barrier),x9_BFGS,x9_CG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07692307692307693,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.0,0.07692307692307693,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.0,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.0,0.5,0.5,1.3333333333333333,1.3333333333333333
0.006369426751592357,0.07692307692307693,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.006369426751592357,0.07692307692307693,0.07692307692307693,1.0384615384615385,1.0384615384615385,0.006369426751592357,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.07692307692307693,0.07692307692307693,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,0.5,1.3333333333333333,1.3333333333333333
0.006369426751592357,0.5,0.5,1.1111111111111112,1.1111111111111112,0.006369426751592357,0.5,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,0.5,1.3333333333333333,1.3333333333333333,0.006369426751592357,0.5,0.5,2.3333333333333335,2.3333333333333335,0.006369426751592357,0.5,0.5,2.3333333333333335,3.3333333333333335,0.006369426751592357,0.75,0.75,2.3333333333333335,3.3333333333333335
0.012738853503184714,0.5,0.5,1.1111111111111112,1.1111111111111112,0.012738853503184714,0.5,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,0.5,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.5,0.5,2.3333333333333335,2.3333333333333335,0.012738853503184714,0.5,0.5,2.3333333333333335,3.3333333333333335,0.012738853503184714,0.75,0.75,2.3333333333333335,3.3333333333333335
0.012738853503184714,0.5,0.5,1.1111111111111112,1.1111111111111112,0.012738853503184714,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.012738853503184714,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.25,0.012738853503184714,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.25,0.012738853503184714,0.75,0.75,3.019607843137255,3.3333333333333335,0.012738853503184714,0.75,0.75,3.3333333333333335,4.090909090909091,0.012738853503184714,1.0,1.0,5.019607843137255,4.090909090909091
0.019108280254777073,0.5,0.5,1.1111111111111112,1.1111111111111112,0.019108280254777073,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.019108280254777073,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.019108280254777073,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.019108280254777073,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.25,0.019108280254777073,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.25,0.019108280254777073,0.75,0.75,3.019607843137255,3.3333333333333335,0.019108280254777073,0.75,0.75,3.3333333333333335,4.090909090909091,0.019108280254777073,1.0,1.0,5.019607843137255,4.090909090909091
0.019108280254777073,0.5555555555555556,0.5555555555555556,1.1111111111111112,1.1111111111111112,0.019108280254777073,0.75,0.75,1.3333333333333333,1.3333333333333333,0.019108280254777073,0.75,0.75,2.090909090909091,2.25,0.019108280254777073,0.75,0.75,2.090909090909091,2.25,0.019108280254777073,0.75,0.75,3.019607843137255,3.019607843137255,0.019108280254777073,0.75,0.75,3.019607843137255,3.019607843137255,0.019108280254777073,1.0,1.0,3.3333333333333335,4.090909090909091,0.019108280254777073,1.0,1.0,4.019607843137255,4.333333333333333,0.019108280254777073,2.0,2.0,5.333333333333333,5.078431372549019
0.025477707006369428,0.5555555555555556,0.5555555555555556,1.1111111111111112,1.1111111111111112,0.025477707006369428,0.75,0.75,1.3333333333333333,1.3333333333333333,0.025477707006369428,0.75,0.75,2.090909090909091,2.25,0.025477707006369428,0.75,0.75,2.090909090909091,2.25,0.025477707006369428,0.75,0.75,3.019607843137255,3.019607843137255,0.025477707006369428,0.75,0.75,3.019607843137255,3.019607843137255,0.025477707006369428,1.0,1.0,3.3333333333333335,4.090909090909091,0.025477707006369428,1.0,1.0,4.019607843137255,4.333333333333333,0.025477707006369428,2.0,2.0,5.333333333333333,5.078431372549019
0.025477707006369428,0.6666666666666666,0.6666666666666666,1.1111111111111112,1.1111111111111112,0.025477707006369428,1.0,1.0,2.019607843137255,2.019607843137255,0.025477707006369428,1.0,1.0,2.25,2.25,0.025477707006369428,1.0,1.0,2.3333333333333335,3.019607843137255,0.025477707006369428,1.0,1.0,3.090909090909091,3.3333333333333335,0.025477707006369428,1.0,1.0,3.090909090909091,3.3333333333333335,0.025477707006369428,1.0,1.0,4.090909090909091,4.333333333333333,0.025477707006369428,1.0,1.0,4.090909090909091,5.078431372549019,0.025477707006369428,2.0,2.0,5.333333333333333,5.333333333333333
